device_id,device_name,ip_address,os,device_type,scan_date,vulnerability_id,cve_publish_date,plugin_id,cvss_score,risk_score,exploit_available,patch_available,compliance_issue,vulnerability_age
DVC-10239,host-707,192.168.194.204,Windows 10,Workstation,2024-09-10,CVE-2018-78131,2023-08-22,36885,7.0,700.0,Yes,No,Yes,145
DVC-10152,host-392,192.168.160.153,Windows Server 2019,Server,2024-11-13,CVE-2020-64509,2023-08-25,65611,3.1,155.0,No,No,Yes,81
DVC-10076,host-777,192.168.253.208,Windows 10,Workstation,2024-03-24,CVE-2020-91339,2023-08-19,78211,7.1,710.0,Yes,No,Yes,315
DVC-10434,host-861,192.168.134.61,macOS Ventura,Workstation,2024-03-24,CVE-2020-4145,2023-04-26,45605,3.9,195.0,No,Yes,No,315
DVC-10141,host-789,192.168.115.218,Linux Ubuntu,Workstation,2024-11-15,CVE-2017-99306,2023-04-01,97535,9.4,1175.0,Yes,No,Yes,79
DVC-10253,host-189,192.168.24.15,Linux Ubuntu,Workstation,2024-04-20,CVE-2023-80319,2023-01-13,68102,6.7,502.5,Yes,No,No,288
DVC-10194,host-975,192.168.253.145,macOS Ventura,Workstation,2024-12-12,CVE-2015-83513,2023-07-07,79248,6.7,502.5,Yes,Yes,Yes,52
DVC-10424,host-395,192.168.159.39,macOS Ventura,Workstation,2024-12-21,CVE-2016-32077,2023-03-03,66178,4.8,360.0,Yes,Yes,Yes,43
DVC-10224,host-173,192.168.70.165,Windows 10,Workstation,2024-08-14,CVE-2016-17408,2023-10-13,33165,1.9,95.0,Yes,No,No,172
DVC-10273,host-555,192.168.114.211,Linux RHEL,Server,2024-12-27,CVE-2020-91265,2023-10-22,53699,8.8,880.0,Yes,Yes,No,37
DVC-10124,host-697,192.168.103.103,Windows 10,Workstation,2024-08-21,CVE-2017-95759,2023-02-13,87505,1.6,80.0,Yes,No,No,165
DVC-10035,host-784,192.168.122.225,Linux RHEL,Server,2024-11-13,CVE-2023-77201,2023-09-01,40848,4.2,315.0,Yes,No,Yes,81
DVC-10330,host-907,192.168.192.72,Linux Ubuntu,Workstation,2024-06-21,CVE-2017-65507,2023-08-26,63178,9.4,1175.0,Yes,Yes,No,226
DVC-10151,host-717,192.168.69.71,macOS Ventura,Workstation,2024-03-09,CVE-2019-43640,2023-04-09,37464,6.8,510.0,No,Yes,Yes,330
DVC-10080,host-856,192.168.105.216,Windows 10,Workstation,2024-01-14,CVE-2020-58621,2023-08-22,52187,3.7,185.0,No,Yes,Yes,385
DVC-10170,host-445,192.168.98.150,macOS Ventura,Workstation,2024-08-13,CVE-2015-86324,2023-07-31,15846,1.2,60.0,No,No,No,173
DVC-10015,host-298,192.168.158.238,Windows Server 2019,Server,2024-04-08,CVE-2019-50776,2023-03-02,14734,3.9,195.0,No,Yes,Yes,300
DVC-10396,host-832,192.168.62.25,Windows 10,Workstation,2024-01-25,CVE-2024-29592,2023-05-29,16174,4.5,337.5,Yes,Yes,No,374
DVC-10110,host-437,192.168.114.128,macOS Ventura,Workstation,2024-08-17,CVE-2020-49529,2023-04-14,11106,3.3,165.0,No,Yes,No,169
DVC-10206,host-956,192.168.139.136,Linux RHEL,Server,2024-07-08,CVE-2016-36702,2023-05-06,75063,7.4,740.0,No,Yes,Yes,209
DVC-10218,host-674,192.168.207.207,macOS Ventura,Workstation,2024-01-30,CVE-2015-62149,2023-02-09,62482,5.8,435.0,No,Yes,Yes,369
DVC-10472,host-158,192.168.179.118,Windows 10,Workstation,2024-05-12,CVE-2024-10372,2023-06-13,94627,7.5,750.0,No,No,Yes,266
DVC-10065,host-790,192.168.1.33,Windows 10,Workstation,2024-10-17,CVE-2020-64235,2023-01-21,94805,4.0,300.0,No,Yes,Yes,108
DVC-10406,host-646,192.168.202.18,macOS Ventura,Workstation,2024-10-04,CVE-2017-67710,2023-02-22,17756,3.0,150.0,No,No,No,121
DVC-10298,host-962,192.168.14.61,macOS Ventura,Workstation,2024-10-31,CVE-2015-89507,2023-01-29,92639,7.0,700.0,No,Yes,No,94
DVC-10055,host-652,192.168.100.231,Windows 10,Workstation,2024-06-08,CVE-2024-1239,2023-10-07,99679,4.1,307.5,Yes,Yes,Yes,239
DVC-10280,host-718,192.168.165.218,Windows 10,Workstation,2024-02-21,CVE-2018-60761,2023-08-18,52994,9.0,1125.0,Yes,No,Yes,347
DVC-10450,host-852,192.168.99.130,macOS Ventura,Workstation,2024-03-15,CVE-2023-44258,2023-12-04,56328,3.2,160.0,No,Yes,No,324
DVC-10012,host-385,192.168.102.144,Linux Ubuntu,Workstation,2024-06-23,CVE-2020-61797,2023-05-22,71657,5.6,420.0,No,No,No,224
DVC-10383,host-562,192.168.91.101,Windows Server 2019,Server,2024-10-30,CVE-2018-28086,2023-04-27,70964,5.7,427.5,Yes,Yes,No,95
DVC-10135,host-171,192.168.153.35,Linux RHEL,Server,2024-12-26,CVE-2018-14039,2023-04-22,37709,0.3,15.0,No,Yes,Yes,38
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-08-25,CVE-2020-28105,2023-05-18,97348,8.3,830.0,Yes,Yes,Yes,161
DVC-10229,host-399,192.168.181.251,Windows 10,Workstation,2024-09-21,CVE-2018-14039,2023-04-22,37709,0.3,15.0,Yes,No,No,134
DVC-10475,host-372,192.168.209.240,Linux Ubuntu,Workstation,2024-03-03,CVE-2015-62149,2023-02-09,62482,5.8,435.0,No,No,No,336
DVC-10393,host-201,192.168.53.23,Windows Server 2019,Server,2024-06-13,CVE-2021-78661,2023-12-03,21967,2.0,100.0,No,No,No,234
DVC-10382,host-567,192.168.250.124,Linux RHEL,Server,2024-09-19,CVE-2023-85749,2023-07-19,59842,5.1,382.5,No,Yes,No,136
DVC-10161,host-535,192.168.177.106,Linux RHEL,Server,2024-01-04,CVE-2016-43525,2023-01-28,74762,1.7,85.0,No,Yes,No,395
DVC-10193,host-132,192.168.75.227,Linux Ubuntu,Workstation,2024-08-04,CVE-2022-34455,2023-08-12,70641,4.4,330.0,Yes,Yes,No,182
DVC-10086,host-841,192.168.50.41,macOS Ventura,Workstation,2024-04-22,CVE-2015-37910,2023-10-19,64048,8.2,820.0,Yes,No,Yes,286
DVC-10172,host-585,192.168.149.239,Linux RHEL,Server,2024-04-15,CVE-2024-60326,2023-09-20,86341,2.3,115.0,Yes,Yes,Yes,293
DVC-10141,host-789,192.168.115.218,Linux Ubuntu,Workstation,2024-07-16,CVE-2016-86130,2023-03-12,49351,9.2,1150.0,No,Yes,Yes,201
DVC-10266,host-318,192.168.224.190,Windows 10,Workstation,2024-07-10,CVE-2015-37910,2023-10-19,64048,8.2,820.0,No,Yes,No,207
DVC-10126,host-140,192.168.66.67,Linux RHEL,Server,2024-02-08,CVE-2017-13770,2023-08-30,27044,8.5,850.0,Yes,No,No,360
DVC-10493,host-554,192.168.184.249,Linux Ubuntu,Workstation,2024-02-13,CVE-2018-86162,2023-10-11,69202,9.6,1200.0,No,Yes,Yes,355
DVC-10033,host-603,192.168.15.107,Windows Server 2019,Server,2024-12-15,CVE-2016-17353,2023-12-29,21411,6.1,457.5,No,Yes,Yes,49
DVC-10238,host-616,192.168.235.42,Linux Ubuntu,Workstation,2024-02-01,CVE-2024-10372,2023-06-13,94627,7.5,750.0,No,No,Yes,367
DVC-10196,host-234,192.168.215.63,Linux RHEL,Server,2024-10-26,CVE-2016-97194,2023-02-28,84789,1.5,75.0,Yes,No,Yes,99
DVC-10205,host-323,192.168.26.97,macOS Ventura,Workstation,2024-04-02,CVE-2016-22146,2023-12-03,62394,8.3,830.0,No,No,Yes,306
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-09-23,CVE-2016-23123,2023-11-08,17221,3.8,190.0,No,Yes,No,132
DVC-10242,host-228,192.168.252.217,Windows Server 2019,Server,2024-07-24,CVE-2018-91961,2023-04-06,54037,8.7,870.0,No,Yes,Yes,193
DVC-10010,host-378,192.168.97.224,Windows 10,Workstation,2024-06-14,CVE-2019-42372,2023-05-21,77507,4.2,315.0,Yes,Yes,Yes,233
DVC-10135,host-171,192.168.153.35,Linux RHEL,Server,2024-12-10,CVE-2020-91339,2023-08-19,78211,7.1,710.0,Yes,No,Yes,54
DVC-10039,host-578,192.168.175.104,macOS Ventura,Workstation,2024-08-16,CVE-2022-45032,2023-07-18,58249,3.6,180.0,Yes,No,No,170
DVC-10134,host-953,192.168.245.233,Linux RHEL,Server,2024-02-09,CVE-2019-28357,2023-09-26,31838,4.9,367.5,No,No,No,359
DVC-10061,host-694,192.168.243.111,Windows 10,Workstation,2024-03-10,CVE-2020-82029,2023-09-15,62531,4.8,360.0,No,Yes,No,329
DVC-10427,host-183,192.168.204.93,Linux RHEL,Server,2024-08-18,CVE-2019-75410,2023-07-01,27148,3.9,195.0,No,No,Yes,168
DVC-10295,host-631,192.168.113.246,Linux Ubuntu,Workstation,2024-02-12,CVE-2018-98983,2023-09-17,90357,4.6,345.0,Yes,No,Yes,356
DVC-10055,host-652,192.168.100.231,Windows 10,Workstation,2024-09-18,CVE-2022-12618,2023-08-28,31308,1.0,50.0,No,No,No,137
DVC-10398,host-745,192.168.151.74,Linux RHEL,Server,2024-11-30,CVE-2019-94672,2023-02-20,65175,2.0,100.0,Yes,Yes,Yes,64
DVC-10195,host-736,192.168.115.63,macOS Ventura,Workstation,2024-11-14,CVE-2023-80319,2023-01-13,68102,6.7,502.5,No,Yes,Yes,80
DVC-10350,host-209,192.168.102.199,Windows Server 2019,Server,2024-05-27,CVE-2019-4249,2023-11-01,72297,0.5,25.0,No,Yes,No,251
DVC-10369,host-982,192.168.211.71,Linux RHEL,Server,2024-02-18,CVE-2021-31825,2023-10-21,10602,5.3,397.5,No,No,Yes,350
DVC-10242,host-228,192.168.252.217,Windows Server 2019,Server,2024-02-05,CVE-2023-36944,2023-09-09,59090,9.0,1125.0,No,Yes,Yes,363
DVC-10011,host-180,192.168.212.12,Windows 10,Workstation,2024-03-25,CVE-2022-92034,2023-07-30,81413,6.3,472.5,No,Yes,No,314
DVC-10410,host-794,192.168.157.36,Windows 10,Workstation,2024-01-14,CVE-2018-5251,2023-07-09,24418,6.9,517.5,No,Yes,Yes,385
DVC-10158,host-101,192.168.152.81,Windows Server 2019,Server,2024-09-13,CVE-2020-97913,2023-10-21,46714,4.6,345.0,Yes,No,Yes,142
DVC-10255,host-710,192.168.206.172,Windows 10,Workstation,2024-01-20,CVE-2023-36944,2023-09-09,59090,9.0,1125.0,No,Yes,Yes,379
DVC-10420,host-736,192.168.249.129,Linux RHEL,Server,2024-01-12,CVE-2018-39433,2023-12-20,99674,5.7,427.5,Yes,No,Yes,387
DVC-10217,host-519,192.168.222.96,Windows Server 2019,Server,2024-12-15,CVE-2017-4661,2023-01-19,82865,2.7,135.0,No,Yes,No,49
DVC-10295,host-631,192.168.113.246,Linux Ubuntu,Workstation,2024-08-20,CVE-2021-22108,2023-04-21,60505,1.1,55.0,No,No,No,166
DVC-10487,host-559,192.168.74.35,macOS Ventura,Workstation,2024-01-15,CVE-2016-48154,2023-03-20,35416,1.1,55.0,No,No,No,384
DVC-10494,host-931,192.168.133.64,Linux RHEL,Server,2024-01-07,CVE-2020-49529,2023-04-14,11106,3.3,165.0,No,No,No,392
DVC-10496,host-898,192.168.29.156,Windows 10,Workstation,2024-02-29,CVE-2016-77008,2023-07-24,72466,5.3,397.5,Yes,No,Yes,339
DVC-10220,host-591,192.168.2.249,macOS Ventura,Workstation,2024-10-25,CVE-2022-34455,2023-08-12,70641,4.4,330.0,Yes,No,Yes,100
DVC-10340,host-585,192.168.208.246,macOS Ventura,Workstation,2024-03-02,CVE-2022-75513,2023-09-02,84088,0.4,20.0,Yes,No,Yes,337
DVC-10415,host-678,192.168.232.114,Windows 10,Workstation,2024-10-29,CVE-2019-85592,2023-10-21,12698,0.4,20.0,No,No,No,96
DVC-10166,host-282,192.168.104.13,Windows Server 2019,Server,2024-04-16,CVE-2015-62463,2023-01-04,70324,3.2,160.0,Yes,No,No,292
DVC-10106,host-911,192.168.0.233,macOS Ventura,Workstation,2024-10-19,CVE-2024-80871,2023-11-15,79813,4.2,315.0,Yes,Yes,No,106
DVC-10130,host-962,192.168.39.204,Linux RHEL,Server,2024-03-08,CVE-2019-85592,2023-10-21,12698,0.4,20.0,No,Yes,No,331
DVC-10043,host-366,192.168.215.15,macOS Ventura,Workstation,2024-01-17,CVE-2021-3185,2023-04-16,66603,0.2,10.0,No,Yes,No,382
DVC-10366,host-530,192.168.28.12,Windows 10,Workstation,2024-01-23,CVE-2019-81149,2023-09-10,60650,1.5,75.0,No,Yes,No,376
DVC-10204,host-974,192.168.139.13,macOS Ventura,Workstation,2024-03-28,CVE-2018-24061,2023-09-22,95581,5.7,427.5,No,Yes,Yes,311
DVC-10020,host-543,192.168.170.16,Linux RHEL,Server,2024-04-17,CVE-2018-4223,2023-12-09,25496,2.6,130.0,Yes,No,No,291
DVC-10458,host-275,192.168.31.253,Windows 10,Workstation,2024-06-24,CVE-2023-77201,2023-09-01,40848,4.2,315.0,Yes,Yes,No,223
DVC-10011,host-180,192.168.212.12,Windows 10,Workstation,2024-08-15,CVE-2020-45643,2023-11-08,33296,7.1,710.0,Yes,Yes,Yes,171
DVC-10028,host-784,192.168.7.117,Linux Ubuntu,Workstation,2024-12-28,CVE-2021-4138,2023-06-21,54547,6.6,495.0,No,No,No,36
DVC-10301,host-416,192.168.193.191,Windows Server 2019,Server,2024-04-08,CVE-2019-42372,2023-05-21,77507,4.2,315.0,Yes,Yes,No,300
DVC-10162,host-372,192.168.56.70,Linux RHEL,Server,2024-12-03,CVE-2015-18396,2023-12-31,15695,0.5,25.0,No,No,Yes,61
DVC-10103,host-815,192.168.236.150,Linux Ubuntu,Workstation,2024-09-09,CVE-2020-68488,2023-05-18,23783,9.1,1137.5,No,No,Yes,146
DVC-10352,host-882,192.168.198.115,Windows 10,Workstation,2024-07-12,CVE-2019-72718,2023-12-05,38085,1.4,70.0,Yes,No,Yes,205
DVC-10317,host-622,192.168.176.183,macOS Ventura,Workstation,2024-02-05,CVE-2016-11500,2023-02-27,38667,3.9,195.0,Yes,No,Yes,363
DVC-10006,host-488,192.168.178.138,Windows Server 2019,Server,2024-01-25,CVE-2020-40828,2023-01-16,87491,7.6,760.0,No,No,No,374
DVC-10185,host-720,192.168.130.156,Windows Server 2019,Server,2024-06-28,CVE-2023-94147,2023-12-23,15574,5.4,405.0,No,Yes,Yes,219
DVC-10452,host-320,192.168.255.145,Linux Ubuntu,Workstation,2024-09-24,CVE-2018-47018,2023-10-07,37888,0.4,20.0,No,Yes,No,131
DVC-10049,host-680,192.168.19.63,Windows Server 2019,Server,2024-11-02,CVE-2015-73511,2023-01-11,33251,7.8,780.0,Yes,Yes,Yes,92
DVC-10386,host-603,192.168.189.50,Linux Ubuntu,Workstation,2024-08-06,CVE-2016-96091,2023-10-19,73579,3.5,175.0,No,Yes,No,180
DVC-10429,host-607,192.168.114.110,Windows 10,Workstation,2024-08-31,CVE-2023-10441,2023-09-30,87375,9.3,1162.5,Yes,Yes,Yes,155
DVC-10187,host-998,192.168.117.27,Windows 10,Workstation,2024-05-27,CVE-2024-40612,2023-12-29,86287,3.6,180.0,Yes,Yes,Yes,251
DVC-10462,host-829,192.168.90.4,macOS Ventura,Workstation,2024-02-11,CVE-2019-5703,2023-04-29,49845,7.5,750.0,Yes,No,Yes,357
DVC-10259,host-687,192.168.206.150,Windows Server 2019,Server,2024-12-16,CVE-2023-80559,2023-12-05,15065,4.8,360.0,No,No,No,48
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-10-09,CVE-2015-62463,2023-01-04,70324,3.2,160.0,Yes,No,Yes,116
DVC-10316,host-302,192.168.27.34,Linux RHEL,Server,2024-09-01,CVE-2023-46108,2023-08-29,15750,8.6,860.0,No,Yes,Yes,154
DVC-10074,host-298,192.168.57.85,Windows 10,Workstation,2024-09-22,CVE-2018-47018,2023-10-07,37888,0.4,20.0,No,No,No,133
DVC-10487,host-559,192.168.74.35,macOS Ventura,Workstation,2024-04-04,CVE-2016-11500,2023-02-27,38667,3.9,195.0,Yes,Yes,Yes,304
DVC-10385,host-343,192.168.45.244,Linux RHEL,Server,2024-08-30,CVE-2023-85749,2023-07-19,59842,5.1,382.5,Yes,No,Yes,156
DVC-10041,host-717,192.168.123.143,Windows Server 2019,Server,2024-02-22,CVE-2021-78661,2023-12-03,21967,2.0,100.0,Yes,Yes,No,346
DVC-10403,host-719,192.168.23.178,Linux RHEL,Server,2024-11-07,CVE-2017-73719,2023-02-12,83379,7.7,770.0,Yes,Yes,No,87
DVC-10077,host-898,192.168.224.11,macOS Ventura,Workstation,2024-07-16,CVE-2017-43184,2023-04-01,91319,3.7,185.0,Yes,No,No,201
DVC-10339,host-350,192.168.25.123,Windows 10,Workstation,2024-12-13,CVE-2024-69853,2023-03-19,25251,8.9,890.0,Yes,No,Yes,51
DVC-10378,host-471,192.168.187.188,Linux RHEL,Server,2024-06-29,CVE-2023-80559,2023-12-05,15065,4.8,360.0,No,No,Yes,218
DVC-10319,host-222,192.168.38.119,Linux Ubuntu,Workstation,2024-06-19,CVE-2024-95050,2023-09-23,18099,2.6,130.0,No,Yes,No,228
DVC-10158,host-101,192.168.152.81,Windows Server 2019,Server,2024-04-03,CVE-2024-75256,2023-11-23,81897,5.0,375.0,No,No,No,305
DVC-10083,host-146,192.168.132.113,Windows 10,Workstation,2024-06-09,CVE-2018-78131,2023-08-22,36885,7.0,700.0,Yes,No,No,238
DVC-10180,host-719,192.168.124.118,macOS Ventura,Workstation,2024-01-28,CVE-2019-38265,2023-01-02,36059,3.6,180.0,No,Yes,No,371
DVC-10210,host-153,192.168.0.116,Windows Server 2019,Server,2024-01-17,CVE-2018-25777,2023-06-12,66923,6.0,450.0,Yes,No,Yes,382
DVC-10120,host-733,192.168.239.42,macOS Ventura,Workstation,2024-05-17,CVE-2023-85749,2023-07-19,59842,5.1,382.5,No,Yes,No,261
DVC-10461,host-383,192.168.195.150,Windows 10,Workstation,2024-10-29,CVE-2022-45032,2023-07-18,58249,3.6,180.0,No,No,Yes,96
DVC-10121,host-402,192.168.126.64,Windows Server 2019,Server,2024-03-18,CVE-2015-89507,2023-01-29,92639,7.0,700.0,Yes,No,No,321
DVC-10185,host-720,192.168.130.156,Windows Server 2019,Server,2024-12-13,CVE-2024-15941,2023-03-08,56161,6.7,502.5,Yes,No,No,51
DVC-10240,host-688,192.168.174.101,macOS Ventura,Workstation,2024-03-24,CVE-2017-65507,2023-08-26,63178,9.4,1175.0,Yes,Yes,No,315
DVC-10192,host-916,192.168.51.76,macOS Ventura,Workstation,2024-07-26,CVE-2020-5998,2023-10-21,45859,8.9,890.0,Yes,No,No,191
DVC-10390,host-781,192.168.150.191,Linux RHEL,Server,2024-08-12,CVE-2022-12618,2023-08-28,31308,1.0,50.0,Yes,Yes,Yes,174
DVC-10460,host-876,192.168.12.94,Linux RHEL,Server,2024-08-17,CVE-2023-41832,2023-07-23,98240,5.9,442.5,No,Yes,No,169
DVC-10142,host-251,192.168.141.205,Linux RHEL,Server,2024-07-14,CVE-2018-93681,2023-03-30,40243,7.0,700.0,Yes,Yes,Yes,203
DVC-10084,host-206,192.168.56.95,Linux RHEL,Server,2024-08-19,CVE-2020-97913,2023-10-21,46714,4.6,345.0,No,Yes,No,167
DVC-10184,host-636,192.168.251.144,Windows Server 2019,Server,2024-06-23,CVE-2016-17353,2023-12-29,21411,6.1,457.5,No,Yes,Yes,224
DVC-10368,host-513,192.168.92.18,Linux Ubuntu,Workstation,2024-08-08,CVE-2023-90613,2023-03-28,26407,5.0,375.0,Yes,Yes,No,178
DVC-10249,host-592,192.168.100.226,Linux Ubuntu,Workstation,2024-01-22,CVE-2016-63582,2023-11-21,55884,1.5,75.0,No,No,Yes,377
DVC-10003,host-439,192.168.56.5,Windows 10,Workstation,2024-12-02,CVE-2020-64235,2023-01-21,94805,4.0,300.0,No,No,No,62
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-01-20,CVE-2020-28105,2023-05-18,97348,8.3,830.0,No,No,Yes,379
DVC-10477,host-415,192.168.72.66,Windows 10,Workstation,2024-09-21,CVE-2024-10372,2023-06-13,94627,7.5,750.0,No,Yes,Yes,134
DVC-10360,host-981,192.168.165.47,Linux Ubuntu,Workstation,2024-08-13,CVE-2021-8989,2023-04-15,49966,9.9,1237.5,Yes,Yes,Yes,173
DVC-10478,host-742,192.168.167.206,Windows Server 2019,Server,2024-02-08,CVE-2016-23123,2023-11-08,17221,3.8,190.0,No,Yes,No,360
DVC-10340,host-585,192.168.208.246,macOS Ventura,Workstation,2024-06-25,CVE-2018-4223,2023-12-09,25496,2.6,130.0,Yes,Yes,Yes,222
DVC-10177,host-954,192.168.57.78,macOS Ventura,Workstation,2024-02-01,CVE-2016-99767,2023-12-19,51663,1.7,85.0,No,No,No,367
DVC-10211,host-928,192.168.166.242,Windows 10,Workstation,2024-11-14,CVE-2016-2376,2023-03-07,12855,5.0,375.0,No,Yes,Yes,80
DVC-10473,host-443,192.168.73.115,Linux RHEL,Server,2024-03-26,CVE-2019-81149,2023-09-10,60650,1.5,75.0,No,No,No,313
DVC-10289,host-640,192.168.225.192,Windows 10,Workstation,2024-03-07,CVE-2024-10372,2023-06-13,94627,7.5,750.0,No,No,Yes,332
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-09-26,CVE-2019-94672,2023-02-20,65175,2.0,100.0,No,No,Yes,129
DVC-10321,host-955,192.168.84.12,Windows Server 2019,Server,2024-09-26,CVE-2015-73511,2023-01-11,33251,7.8,780.0,Yes,No,No,129
DVC-10021,host-484,192.168.30.20,Windows 10,Workstation,2024-01-18,CVE-2017-61413,2023-10-05,41013,4.6,345.0,No,No,Yes,381
DVC-10244,host-232,192.168.179.162,Linux RHEL,Server,2024-05-12,CVE-2024-1239,2023-10-07,99679,4.1,307.5,No,Yes,Yes,266
DVC-10226,host-642,192.168.156.131,Linux RHEL,Server,2024-09-28,CVE-2018-48176,2023-08-18,70036,0.5,25.0,Yes,No,Yes,127
DVC-10025,host-325,192.168.49.124,Windows Server 2019,Server,2024-04-04,CVE-2022-68569,2023-09-27,75339,4.6,345.0,No,Yes,No,304
DVC-10402,host-224,192.168.69.73,macOS Ventura,Workstation,2024-07-30,CVE-2019-50776,2023-03-02,14734,3.9,195.0,Yes,Yes,No,187
DVC-10111,host-110,192.168.245.250,Linux Ubuntu,Workstation,2024-06-13,CVE-2023-90613,2023-03-28,26407,5.0,375.0,No,No,Yes,234
DVC-10249,host-592,192.168.100.226,Linux Ubuntu,Workstation,2024-05-31,CVE-2018-55715,2023-04-17,95364,3.5,175.0,No,No,No,247
DVC-10362,host-238,192.168.130.31,Windows Server 2019,Server,2024-03-23,CVE-2021-19761,2023-04-27,96501,9.1,1137.5,Yes,No,Yes,316
DVC-10208,host-703,192.168.23.193,Windows 10,Workstation,2024-08-29,CVE-2024-14543,2023-04-07,80900,8.9,890.0,No,Yes,Yes,157
DVC-10067,host-232,192.168.230.65,Windows 10,Workstation,2024-10-22,CVE-2024-15941,2023-03-08,56161,6.7,502.5,No,Yes,No,103
DVC-10080,host-856,192.168.105.216,Windows 10,Workstation,2024-11-25,CVE-2022-65568,2023-07-09,41438,1.0,50.0,No,No,No,69
DVC-10238,host-616,192.168.235.42,Linux Ubuntu,Workstation,2024-08-14,CVE-2021-22725,2023-10-14,71989,7.8,780.0,Yes,No,Yes,172
DVC-10130,host-962,192.168.39.204,Linux RHEL,Server,2024-03-10,CVE-2020-40828,2023-01-16,87491,7.6,760.0,No,No,Yes,329
DVC-10133,host-601,192.168.4.73,Linux RHEL,Server,2024-01-03,CVE-2017-8612,2023-12-26,28462,9.7,1212.5,Yes,No,Yes,396
DVC-10166,host-282,192.168.104.13,Windows Server 2019,Server,2024-12-04,CVE-2017-53462,2023-10-20,15450,3.1,155.0,Yes,No,No,60
DVC-10333,host-685,192.168.65.239,macOS Ventura,Workstation,2024-07-09,CVE-2022-46351,2023-09-01,59309,3.2,160.0,Yes,Yes,No,208
DVC-10212,host-782,192.168.106.179,Windows Server 2019,Server,2024-11-10,CVE-2016-17408,2023-10-13,33165,1.9,95.0,Yes,No,Yes,84
DVC-10087,host-682,192.168.229.246,Linux RHEL,Server,2024-06-22,CVE-2018-28086,2023-04-27,70964,5.7,427.5,No,Yes,No,225
DVC-10045,host-482,192.168.52.18,Windows Server 2019,Server,2024-06-21,CVE-2020-28105,2023-05-18,97348,8.3,830.0,Yes,No,No,226
DVC-10359,host-394,192.168.180.35,Linux Ubuntu,Workstation,2024-12-26,CVE-2017-13770,2023-08-30,27044,8.5,850.0,Yes,No,No,38
DVC-10064,host-854,192.168.136.214,Linux RHEL,Server,2024-12-15,CVE-2020-64509,2023-08-25,65611,3.1,155.0,Yes,No,Yes,49
DVC-10075,host-141,192.168.110.173,Windows Server 2019,Server,2024-06-23,CVE-2016-10178,2023-08-21,10493,3.8,190.0,Yes,Yes,Yes,224
DVC-10082,host-495,192.168.29.91,Linux Ubuntu,Workstation,2024-07-18,CVE-2017-93060,2023-03-08,10853,7.2,720.0,No,Yes,Yes,199
DVC-10467,host-268,192.168.81.87,macOS Ventura,Workstation,2024-10-24,CVE-2024-1786,2023-06-03,41737,9.3,1162.5,Yes,No,No,101
DVC-10300,host-443,192.168.147.138,Linux Ubuntu,Workstation,2024-11-15,CVE-2020-61797,2023-05-22,71657,5.6,420.0,Yes,No,Yes,79
DVC-10344,host-523,192.168.100.61,macOS Ventura,Workstation,2024-07-01,CVE-2016-86130,2023-03-12,49351,9.2,1150.0,No,No,No,216
DVC-10182,host-677,192.168.36.125,Linux Ubuntu,Workstation,2024-01-07,CVE-2019-25998,2023-12-20,87779,9.1,1137.5,No,No,No,392
DVC-10291,host-502,192.168.154.178,Linux Ubuntu,Workstation,2024-08-09,CVE-2023-46108,2023-08-29,15750,8.6,860.0,Yes,Yes,Yes,177
DVC-10439,host-314,192.168.73.155,Linux Ubuntu,Workstation,2024-01-28,CVE-2021-91685,2023-06-07,47352,6.3,472.5,Yes,Yes,Yes,371
DVC-10167,host-735,192.168.155.132,macOS Ventura,Workstation,2024-09-08,CVE-2017-3747,2023-12-19,90013,2.5,125.0,Yes,No,Yes,147
DVC-10496,host-898,192.168.29.156,Windows 10,Workstation,2024-04-18,CVE-2020-59372,2023-08-17,36227,6.1,457.5,Yes,Yes,Yes,290
DVC-10008,host-102,192.168.108.190,macOS Ventura,Workstation,2024-08-13,CVE-2024-49739,2023-06-04,13222,2.9,145.0,Yes,Yes,Yes,173
DVC-10357,host-282,192.168.104.160,Linux Ubuntu,Workstation,2024-10-28,CVE-2023-80559,2023-12-05,15065,4.8,360.0,Yes,Yes,Yes,97
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-07-27,CVE-2024-69853,2023-03-19,25251,8.9,890.0,Yes,No,No,190
DVC-10352,host-882,192.168.198.115,Windows 10,Workstation,2024-07-21,CVE-2016-69951,2023-12-31,73072,4.2,315.0,Yes,No,No,196
DVC-10154,host-303,192.168.10.48,Windows 10,Workstation,2024-02-10,CVE-2016-40744,2023-04-18,21201,8.9,890.0,No,Yes,No,358
DVC-10060,host-559,192.168.186.157,Windows 10,Workstation,2024-11-16,CVE-2020-26245,2023-01-22,24762,1.8,90.0,No,Yes,Yes,78
DVC-10278,host-540,192.168.119.73,Linux RHEL,Server,2024-02-04,CVE-2018-55715,2023-04-17,95364,3.5,175.0,No,Yes,No,364
DVC-10453,host-427,192.168.54.39,Linux Ubuntu,Workstation,2024-03-29,CVE-2018-28086,2023-04-27,70964,5.7,427.5,Yes,No,Yes,310
